vessel_id,vessel_name,vessel_class,vessel_type,dwt,capacity,length,beam,draft,age,build_year,engine_power,fuel_type,fuel_consumption,cruising_speed,max_speed,flag,owner_operator,current_port_id,operational_status,availability_date,reliability_score
V0279,Paradip Jewel,Panamax,Panamax,76659,94930,223.8,32.6,13.81,21,2005,10650,VLSFO,41.91,13.4,15.7,Marshall Islands,Berge Bulk,19,Underway,2026-03-26,0.736
V0280,Paradip Legacy,Panamax,Panamax,68845,85314,222.1,31.6,12.91,2,2024,9339,VLSFO/Scrubber,42.94,13.9,15.8,Cyprus,Berge Bulk,11,In Maintenance,2026-03-06,0.943
V0281,Eastern Master,Panamax,Panamax,71395,87428,224.2,32.2,12.98,8,2018,9429,VLSFO,35.49,12.9,15.3,Panama,Tata NYK Shipping,3,At Berth,2026-02-26,0.925
V0282,Steel Sunrise,Panamax,Panamax,73702,89526,222.9,32.1,14.0,14,2012,10324,VLSFO,31.93,12.4,14.2,Panama,Eagle Bulk,25,Underway,2026-03-07,0.819
V0283,Kaveri Jewel,Panamax,Panamax,82685,103205,226.9,32.2,14.41,3,2023,11262,VLSFO,38.55,13.7,15.9,Marshall Islands,Star Bulk Carriers,27,Underway,2026-03-26,0.959
V0284,Bunga Titan,Panamax,Panamax,82768,104111,229.1,32.5,14.55,5,2021,11749,VLSFO,45.57,13.9,16.2,Panama,Shipping Corporation of India (SCI),21,At Anchor,2026-03-08,0.888
V0285,Navios Jewel,Panamax,Panamax,69313,88453,221.2,31.9,12.9,11,2015,9652,VLSFO,37.3,13.6,15.4,Marshall Islands,Star Bulk Carriers,9,At Berth,2026-03-01,0.854
V0286,Maritime Express,Panamax,Panamax,71724,87434,220.1,32.3,12.95,5,2021,9970,VLSFO,38.32,13.0,15.4,Panama,Tata NYK Shipping,10,Underway,2026-03-06,0.935
V0287,Berge Titan,Panamax,Panamax,68694,83238,220.0,31.6,12.9,9,2017,9906,VLSFO,32.01,12.7,14.4,India,Eagle Bulk,24,Underway,2026-03-07,0.853
V0288,Star Voyager,Panamax,Panamax,70511,89043,225.0,32.2,13.36,24,2002,9799,VLSFO,40.77,13.0,15.5,Marshall Islands,Jindal Steel & Power,11,At Berth,2026-03-10,0.728
V0289,Apex Carrier,Panamax,Panamax,82109,99379,225.9,32.4,14.26,4,2022,11751,VLSFO/Scrubber,42.88,14.0,15.8,Marshall Islands,Navios Maritime,24,Underway,2026-03-29,0.932
V0290,Samudra Express,Panamax,Panamax,71030,89130,222.2,32.2,13.46,19,2007,9937,VLSFO,38.06,13.3,14.9,Marshall Islands,Navios Maritime,21,At Anchor,2026-02-26,0.712
V0291,Kaveri Leader,Capesize,Capesize,192778,240172,295.2,44.5,17.88,2,2024,19720,VLSFO,47.16,12.9,14.8,Liberia,Navios Maritime,11,At Berth,2026-03-26,0.959
V0292,Maritime Legacy,Capesize,Capesize,201300,241938,297.9,45.7,18.24,15,2011,20835,VLSFO,52.26,12.9,14.5,Liberia,Berge Bulk,6,Underway,2026-03-16,0.795
V0293,Bharat Harmony,Capesize,Capesize,182468,221531,294.3,44.5,17.25,17,2009,18196,VLSFO,55.46,13.0,14.9,Panama,Great Eastern Shipping,7,At Anchor,2026-03-26,0.788
V0294,Kaveri Horizon,Capesize,Capesize,200388,252523,297.2,45.3,17.8,14,2012,21236,VLSFO,54.16,12.7,14.2,Panama,Berge Bulk,2,At Berth,2026-03-30,0.801
V0295,Yamuna Titan,Capesize,Capesize,181830,220757,291.4,43.8,17.67,7,2019,18171,VLSFO,49.1,12.7,14.5,India,Jindal Steel & Power,30,Underway,2026-03-17,0.866
V0296,Bharat Legacy,Capesize,Capesize,169316,209968,287.8,43.6,17.19,4,2022,16576,VLSFO,64.58,14.1,16.3,Liberia,Oldendorff Carriers,24,At Anchor,2026-03-21,0.928
V0297,Eastern Navigator,Capesize,Capesize,174141,219990,286.6,44.1,17.37,8,2018,17013,VLSFO,56.36,13.2,15.3,India,Star Bulk Carriers,29,At Anchor,2026-03-14,0.891
V0298,Eagle Prosperity,Capesize,Capesize,162762,195928,285.0,42.9,17.01,6,2020,15603,VLSFO,59.39,13.4,15.5,Panama,Pacific Basin,9,At Berth,2026-03-06,0.894
V0299,Baltic Express,Capesize,Capesize,160499,193356,285.0,43.3,16.89,14,2012,15289,VLSFO,46.31,12.3,14.2,India,Oldendorff Carriers,19,Underway,2026-02-28,0.793
V0300,Kaveri Jewel,Capesize,Capesize,178026,216233,288.3,43.8,17.28,3,2023,18056,VLSFO,47.43,12.9,14.7,Panama,Tata NYK Shipping,17,At Berth,2026-02-24,0.916
V0301,Ocean Voyager,Capesize,Capesize,170076,213032,289.1,43.5,17.15,4,2022,16201,VLSFO/Scrubber,51.17,12.8,14.8,Panama,Tata NYK Shipping,28,Underway,2026-03-26,0.931
V0302,Baltic Horizon,Capesize,Capesize,180187,227314,291.1,44.2,17.3,3,2023,18017,VLSFO,58.79,13.2,15.6,India,Pacific Basin,12,Underway,2026-03-24,0.918
V0303,Mundra Trader,Capesize,Capesize,196412,248882,296.7,45.2,17.87,22,2004,20647,VLSFO,60.15,13.3,15.4,Bahamas,Great Eastern Shipping,4,Underway,2026-03-21,0.726
V0304,Yamuna Fortune,Capesize,Capesize,163290,204445,285.7,42.9,16.92,13,2013,15597,VLSFO,47.04,12.5,14.3,Marshall Islands,Shipping Corporation of India (SCI),31,At Anchor,2026-03-19,0.858
V0305,Baltic Master,Capesize,Capesize,194539,244030,295.5,44.8,17.93,21,2005,19829,VLSFO,72.5,13.7,16.2,India,Berge Bulk,20,Underway,2026-03-22,0.729
V0306,Safe Prosperity,Capesize,Capesize,162551,200435,287.6,43.3,16.0,13,2013,14773,VLSFO,51.86,12.6,14.8,India,Star Bulk Carriers,23,At Berth,2026-03-20,0.847
V0307,Berge Horizon,Capesize,Capesize,164205,208422,288.9,43.6,16.53,15,2011,15135,VLSFO,68.63,13.7,16.0,India,Adani Shipping,25,At Berth,2026-03-19,0.797
V0308,Nordic Express,Capesize,Capesize,191660,241649,294.5,44.7,17.99,8,2018,19561,VLSFO,60.47,13.5,15.7,Marshall Islands,Adani Shipping,17,At Berth,2026-03-21,0.877
V0309,Iron Colossus,Capesize,Capesize,174411,219003,288.7,44.3,17.17,4,2022,16581,VLSFO,54.45,12.9,14.6,Panama,Tata NYK Shipping,11,At Berth,2026-03-17,0.961
V0310,Eagle Explorer,Capesize,Capesize,201951,248431,297.7,45.5,18.23,13,2013,21185,VLSFO,53.01,13.1,15.1,Bahamas,Great Eastern Shipping,28,Underway,2026-03-26,0.832
V0311,Samudra Endeavour,Capesize,Capesize,162080,201685,287.2,43.3,16.9,15,2011,16257,VLSFO,48.57,12.0,14.1,India,Oldendorff Carriers,7,At Berth,2026-03-15,0.757
V0312,Global Navigator,Capesize,Capesize,167438,203288,288.3,42.9,17.26,6,2020,16259,VLSFO,45.57,12.7,14.4,India,Great Eastern Shipping,24,Underway,2026-03-25,0.905
V0313,Ocean Vanguard,Capesize,Capesize,188248,237601,294.2,44.2,17.65,19,2007,19842,VLSFO,60.85,12.9,14.5,Singapore,Pacific Basin,21,At Berth,2026-03-16,0.785
V0314,Global Sunrise,Capesize,Capesize,206136,251719,302.0,45.5,18.27,8,2018,21548,VLSFO,64.55,13.6,16.0,Marshall Islands,Great Eastern Shipping,16,At Anchor,2026-03-01,0.895
V0315,Ganga Colossus,Capesize,Capesize,202117,247543,297.5,45.5,17.92,15,2011,21067,VLSFO,59.28,13.0,14.7,India,Berge Bulk,27,Underway,2026-03-12,0.822
V0316,Apex Leader,Capesize,Capesize,192036,237444,297.8,44.8,17.92,11,2015,19547,VLSFO,51.14,12.8,14.9,India,Shipping Corporation of India (SCI),32,Underway,2026-03-13,0.851
V0317,Tashkent Titan,Capesize,Capesize,171551,216829,288.0,43.4,16.94,12,2014,16441,VLSFO,54.2,13.0,15.5,Marshall Islands,Adani Shipping,17,At Berth,2026-03-04,0.824
V0318,Mundra Express,Capesize,Capesize,192020,245018,297.2,44.8,17.79,10,2016,19864,VLSFO,60.91,13.4,15.9,Singapore,Berge Bulk,12,Underway,2026-03-24,0.886
V0319,Pacific Carrier,Capesize,Capesize,187320,234605,294.3,44.2,17.32,4,2022,19122,VLSFO/Scrubber,54.55,13.6,15.8,Liberia,Navios Maritime,24,At Anchor,2026-03-12,0.922
V0320,Tashkent Harmony,Capesize,Capesize,166380,201674,286.9,43.6,17.31,19,2007,16199,VLSFO,53.94,12.2,14.1,Singapore,Adani Shipping,6,Underway,2026-03-05,0.753
V0321,Mundra Prosperity,Capesize,Capesize,181759,223821,291.9,44.0,17.45,20,2006,18101,VLSFO,51.4,12.8,14.7,India,Genco Shipping,19,At Anchor,2026-02-27,0.751
V0322,Paradip Horizon,Capesize,Capesize,179350,227703,290.6,43.9,17.75,10,2016,17444,VLSFO,47.33,12.6,14.2,Marshall Islands,Genco Shipping,23,Underway,2026-03-17,0.846
V0323,Paradip Trader,Capesize,Capesize,201095,242653,299.0,45.2,18.21,20,2006,21191,VLSFO,52.39,12.8,14.5,Marshall Islands,Oldendorff Carriers,32,Underway,2026-03-11,0.804
V0324,Golden Trader,Capesize,Capesize,190640,241651,294.8,44.3,17.91,4,2022,19345,LNG Dual Fuel,64.55,14.1,15.7,Cyprus,Navios Maritime,18,At Berth,2026-03-10,0.934
V0325,Safe Master,Capesize,Capesize,166326,204439,288.9,43.3,16.92,6,2020,15501,VLSFO,41.38,12.2,14.0,Marshall Islands,Berge Bulk,24,Underway,2026-03-05,0.919
V0326,Bunga Legacy,Capesize,Capesize,205930,250234,299.7,45.3,18.04,18,2008,22182,VLSFO,64.5,13.1,15.2,Liberia,Star Bulk Carriers,10,Underway,2026-03-21,0.704
V0327,Samudra Endeavour,Capesize,Capesize,180280,216392,288.9,44.3,17.59,2,2024,17663,VLSFO,49.23,12.8,14.9,Marshall Islands,Genco Shipping,32,Underway,2026-03-15,0.93
V0328,Berge Sunrise,Capesize,Capesize,180426,221873,288.1,44.2,17.76,11,2015,17888,VLSFO,57.88,13.0,15.3,Marshall Islands,Golden Ocean Group,26,At Anchor,2026-03-17,0.847
V0329,Maritime Voyager,Capesize,Capesize,169352,213901,287.1,43.7,17.06,18,2008,16004,VLSFO,64.19,13.8,15.8,Panama,Great Eastern Shipping,10,Underway,2026-03-01,0.743
V0330,Mundra Harmony,Capesize,Capesize,195999,237635,296.4,45.0,18.25,9,2017,20465,VLSFO,44.57,12.4,14.3,India,Shipping Corporation of India (SCI),28,Underway,2026-03-12,0.874
V0331,Maritime Prosperity,Capesize,Capesize,180819,220246,290.3,43.4,17.52,13,2013,17624,VLSFO,50.5,12.8,15.0,Liberia,Great Eastern Shipping,6,Underway,2026-03-04,0.817
V0332,Samudra Jewel,Capesize,Capesize,189580,234008,294.2,44.4,17.58,13,2013,19405,VLSFO,71.57,13.8,16.0,India,Jindal Steel & Power,15,Underway,2026-03-20,0.82
V0333,Berge Legacy,Capesize,Capesize,163582,202335,285.0,43.0,16.82,16,2010,15805,VLSFO,47.11,11.9,13.4,Liberia,Eagle Bulk,9,Underway,2026-03-12,0.796
V0334,Pacific Vanguard,Capesize,Capesize,186914,237616,293.4,44.1,17.22,6,2020,19427,VLSFO,66.29,13.9,16.4,Cyprus,Tata NYK Shipping,27,Underway,2026-03-03,0.894
V0335,Mundra Harmony,Capesize,Capesize,167767,212709,286.2,43.1,17.0,13,2013,15634,VLSFO,48.28,12.3,14.6,Liberia,Adani Shipping,16,At Berth,2026-03-30,0.814
V0336,Maritime Explorer,Capesize,Capesize,201531,255485,300.0,44.6,18.04,8,2018,21129,VLSFO,50.97,12.5,14.4,Panama,Berge Bulk,18,Underway,2026-03-07,0.885
V0337,Iron Horizon,Capesize,Capesize,201905,246874,298.4,45.2,18.45,7,2019,21367,VLSFO,62.95,13.5,15.5,Panama,Adani Shipping,16,Underway,2026-03-10,0.913
V0338,Samudra Carrier,Capesize,Capesize,182658,221075,290.8,44.2,17.47,3,2023,18727,VLSFO,52.29,12.6,14.7,Panama,Navios Maritime,21,Underway,2026-03-03,0.964
V0339,Bharat Pride,Capesize,Capesize,173986,217949,290.7,43.5,17.53,5,2021,17267,VLSFO/Scrubber,50.91,12.7,14.3,India,Berge Bulk,20,At Berth,2026-03-12,0.937
V0340,Kaveri Glory,Capesize,Capesize,186729,224110,291.8,44.2,17.86,9,2017,19265,VLSFO,55.02,13.5,16.0,Panama,Oldendorff Carriers,16,At Berth,2026-03-29,0.867
V0341,Samudra Voyager,Capesize,Capesize,181589,222864,290.0,44.1,17.25,9,2017,18291,VLSFO,61.63,13.6,15.2,Panama,Pacific Basin,15,Underway,2026-03-16,0.87
V0342,Indus Harmony,Capesize,Capesize,178649,222596,290.6,44.2,17.71,10,2016,17888,VLSFO,63.4,13.7,16.0,Liberia,Pacific Basin,4,Underway,2026-03-06,0.841
V0343,Indus Glory,Capesize,Capesize,173130,217780,288.3,43.3,16.84,9,2017,17208,VLSFO,52.4,12.5,14.7,Singapore,Tata NYK Shipping,13,At Berth,2026-03-22,0.914
V0344,Tashkent Titan,Capesize,Capesize,165521,203228,286.8,43.5,17.32,5,2021,15645,VLSFO/Scrubber,54.52,13.6,16.1,Panama,Pacific Basin,21,At Anchor,2026-03-19,0.971
V0345,Iron Voyager,Capesize,Capesize,200698,246843,298.0,45.0,17.72,8,2018,21048,VLSFO,55.24,12.7,14.8,Marshall Islands,Adani Shipping,19,At Anchor,2026-02-24,0.868
V0346,Baltic Sunrise,Capesize,Capesize,196101,245537,296.9,44.6,18.34,16,2010,20208,VLSFO,74.66,13.8,15.7,India,Oldendorff Carriers,1,Underway,2026-03-13,0.795
V0347,Global Endeavour,Capesize,Capesize,207634,252011,298.4,45.2,18.61,19,2007,21811,VLSFO,56.45,12.8,15.0,Liberia,Jindal Steel & Power,2,At Berth,2026-02-25,0.751
V0348,Ganga Dynasty,Capesize,Capesize,201447,244313,300.2,44.7,17.99,12,2014,20624,VLSFO,43.29,12.2,14.6,Panama,Star Bulk Carriers,30,At Berth,2026-03-20,0.815
V0349,Yamuna Harmony,Capesize,Capesize,189595,237299,294.0,44.8,17.64,8,2018,19121,VLSFO,61.48,13.3,15.2,Liberia,Star Bulk Carriers,6,Underway,2026-03-22,0.864
V0350,Apex Navigator,Capesize,Capesize,206403,259126,295.5,45.5,18.24,11,2015,21426,VLSFO,66.86,14.0,15.8,India,Shipping Corporation of India (SCI),32,Underway,2026-03-05,0.844
